slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,voltage,elPrice,chCost,regRev,netCost
60,0.07000000000000003,0.07000000000000003,0,0.0,1,0,0,0,6.285749999999999,0.0,0,0
61,0.07000000000000003,0.07000000000000003,0,0.0,1,0,0,0,9.580750000000002,0.0,0,0
62,0.07000000000000003,0.07000000000000003,0,0.0,1,0,0,0,9.580750000000002,0.0,0,0
63,0.07000000000000003,0.07000000000000003,0,0.0,1,0,0,0,11.17575,0.0,0,0
64,0.16733333333333336,0.16733333333333336,0,0.0,1,0,0,0,11.17575,0.0,0,0
65,0.1868,0.1868,0,0.0,1,0,0,0,12.85575,0.0,0,0
66,0.07000000000000003,0.07000000000000003,0,0.0,1,0,0,0,12.85575,0.0,0,0
67,0.07000000000000003,0.07000000000000003,0,0.0,1,0,0,0,14.240750000000002,0.0,0,0
68,0.07000000000000003,0.07000000000000003,0,0.0,1,0,0,0,14.240750000000002,0.0,0,0
69,0.1770666666666667,0.1770666666666667,0,0.0,1,0,0,0,16.220750000000002,0.0,0,0
70,0.17706666666666665,0.17706666666666665,0,0.0,1,0,0,0,16.220750000000002,0.0,0,0
71,0.12000000000000005,0.12000000000000005,0,0.0,1,0,0,0,16.795749999999998,0.0,0,0
72,0.13666666666666666,0.13666666666666666,0,0.0,1,0,0,0,16.795749999999998,0.0,0,0
73,0.21200000000000005,0.21200000000000005,0,0.0,1,0,0,0,17.74575,0.0,0,0
74,0.3258666666666667,0.3258666666666667,0,0.0,1,0,0,0,17.74575,0.0,0,0
75,0.4322666666666668,0.4322666666666668,0,0.0,1,0,0,0,18.78075,0.0,0,0
76,0.276,0.276,0,0.0,1,0,0,0,18.78075,0.0,0,0
77,0.2840000000000001,0.2840000000000001,0,0.0,1,0,0,0,16.850749999999998,0.0,0,0
78,0.11733333333333336,0.11733333333333336,0,0.0,1,0,0,0,16.850749999999998,0.0,0,0
79,0.1965333333333334,0.1965333333333334,0,0.0,0,0,0,0,16.56575,0.0,0,0
80,0.15759999999999993,0.15759999999999993,0,0.0,0,0,0,0,16.56575,0.0,0,0
81,0.07000000000000003,0.07000000000000003,0,0.0,0,0,0,0,16.180750000000003,0.0,0,0
82,0.07000000000000003,0.07000000000000003,0,0.0,0,0,0,0,16.180750000000003,0.0,0,0
83,0.44819999999999993,0.44819999999999993,0,0.0,0,0,0,0,16.88575,0.0,0,0
84,0.3861333333333334,0.3861333333333334,0,0.0,0,0,0,0,16.88575,0.0,0,0
85,0.21600000000000008,0.21600000000000008,0,0.0,0,0,0,0,16.850749999999998,0.0,0,0
86,0.24399999999999997,0.24399999999999997,0,0.0,0,0,0,0,16.850749999999998,0.0,0,0
87,0.33100000000000007,0.33100000000000007,0,0.0,0,0,0,0,16.98075,0.0,0,0
88,0.33100000000000007,0.33100000000000007,0,0.0,0,0,0,0,16.98075,0.0,0,0
89,0.4186,0.4186,0,0.0,0,0,0,0,18.335750000000004,0.0,0,0
90,0.3763333333333333,0.3763333333333333,0,0.0,0,0,0,0,18.335750000000004,0.0,0,0
91,0.25613333333333344,0.25613333333333344,0,0.0,0,0,0,0,18.31075,0.0,0,0
92,0.25700000000000006,0.25700000000000006,0,0.0,0,0,0,0,18.31075,0.0,0,0
93,0.07000000000000003,0.07000000000000003,0,0.0,0,0,0,0,18.55075,0.0,0,0
94,0.07000000000000003,0.07000000000000003,0,0.0,0,0,0,0,18.55075,0.0,0,0
95,0.07000000000000003,0.07000000000000003,0,0.0,0,0,0,0,18.43575,0.0,0,0
96,0.10893333333333334,0.10893333333333334,0,0.0,0,0,0,0,18.43575,0.0,0,0
